customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date
6416-TVAIH;Male;No;Yes;Yes; 1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 68,50;  68,50;1;2020-03-17
5451-YHYPW;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;115,75;8443,70;0;2014-05-18
5108-ADXWO;Male;No;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; 73,50; 791,75;1;2019-05-22
7998-WNZEM;Male;No;No;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Automatic; 80,60;5708,20;0;2014-06-17
3066-RRJIO;Female;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; 69,95;  69,95;1;2020-03-17
4664-NJCMS;Female;No;Yes;No;33;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Automatic; 59,55;2016,30;0;2017-07-31
0307-BCOPK;Female;No;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 19,05; 326,65;0;2018-12-23
7629-WFGLW;Female;Yes;Yes;No;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;No;Electronic check; 95,65;5471,75;0;2015-09-10
2542-HYGIQ;Female;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 19,95;  19,95;0;2020-03-17
6715-OFDBP;Male;No;No;No; 5;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; 70,05; 346,40;1;2019-11-18
5016-LIPDW;Male;No;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 19,40;1061,60;0;2015-08-11
6481-LXPWL;Male;No;Yes;Yes;56;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Automatic; 36,10;1971,50;0;2015-09-10
1567-DSCIC;Male;No;No;No; 8;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check; 94,00; 773,65;1;2019-08-20
2150-UWTFY;Female;No;Yes;Yes;22;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Mailed check; 61,15;1422,05;1;2018-06-26
6124-ACRHJ;Female;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,75;  19,75;0;2020-03-17
9362-MWODR;Female;No;No;Yes;40;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Automatic; 64,10;2460,35;0;2017-01-02
9975-GPKZU;Male;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,75; 856,50;0;2016-07-06
9625-RZFUK;Male;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,70;1275,85;0;2015-02-12
5153-LXKDT;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;110,20;7467,50;0;2014-09-15
5161-UBZXI;Male;No;Yes;Yes;69;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Automatic;106,35;7261,75;0;2014-08-16
1020-JPQOW;Female;No;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check; 90,55;5116,60;0;2015-09-10
7919-ZODZZ;Female;No;Yes;Yes;10;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Mailed check; 65,90; 660,05;0;2019-06-21
0565-JUPYD;Male;No;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;No;Automatic;104,50;6590,80;0;2015-02-12
6867-ACCZI;Female;No;Yes;Yes;24;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check; 52,50;1208,15;0;2018-04-27
5939-XAIXZ;Female;No;No;No;19;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check; 56,10;1033,90;0;2018-09-24
9054-FOWNV;Male;No;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check; 88,75;1885,15;0;2018-06-26
2683-BPJSO;Male;No;Yes;No;29;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; 84,45;2467,10;1;2017-11-28
2157-MXBJS;Male;No;Yes;No;13;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Mailed check; 75,30; 989,45;1;2019-03-23
8207-VVMYB;Female;No;Yes;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 26,00;2006,95;0;2014-07-17
9732-EQMWY;Female;No;Yes;No;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check; 99,40;5025,00;0;2016-04-07
9360-AHGNL;Female;Yes;Yes;No;43;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;109,55;4830,25;1;2016-10-04
1087-UDSIH;Female;No;No;No; 3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; 19,60;  59,75;1;2020-01-17
5269-NRGDP;Male;No;Yes;Yes;42;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check; 73,15;3088,25;0;2016-11-03
6195-MELTI;Male;No;No;No;57;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Mailed check; 54,65;3134,70;0;2015-08-11
5485-WUYWF;Male;Yes;No;No; 2;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Automatic; 66,40;  94,55;1;2020-02-16
2121-JAFOM;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;115,55;8312,40;0;2014-05-18
8818-DOPVL;Female;Yes;No;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,45;4863,85;0;2016-07-06
2632-UCGVD;Male;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Automatic;100,05;6871,90;1;2014-11-14
5445-PZWGX;Male;No;No;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;No;Electronic check;102,00;6529,25;1;2015-03-14
1227-UDMZR;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 91,15;6637,90;0;2014-05-18
5198-HQAEN;Male;No;Yes;Yes;35;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check; 89,70;3165,60;0;2017-06-01
9170-CCKOU;Male;No;Yes;No;17;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Automatic; 90,20;1454,15;1;2018-11-23
2167-FQSTQ;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; 92,40;6786,10;0;2014-05-18
2819-GWENI;Female;No;Yes;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 19,90; 543,00;0;2017-12-28
1043-YCUTE;Male;No;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 25,15;1327,15;1;2015-09-10
3814-MLAXC;Female;No;No;No;31;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Automatic; 79,85;2404,15;1;2017-09-29
3572-UUHRS;Male;No;No;No;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 18,85; 867,30;0;2016-08-05
2692-PFYTJ;Female;No;No;No; 1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; 25,75;  25,75;0;2020-03-17
1226-UDFZR;Female;No;No;No; 2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 49,60; 114,70;1;2020-02-16
5955-EPOAZ;Female;No;No;No; 6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; 20,95; 109,50;0;2019-10-19
6821-JPCDC;Female;No;Yes;No;48;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check; 97,05;4692,95;0;2016-05-07
8815-LMFLX;Male;No;Yes;Yes;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Automatic; 25,40; 546,85;0;2018-03-28
9135-HSWOC;Male;No;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 19,70;1274,05;0;2015-01-13
8582-KRHPJ;Male;No;No;No;50;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 35,00;1782,40;0;2016-03-08
5811-IWXYM;Female;No;Yes;Yes;52;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Automatic;101,25;5301,10;0;2016-01-08
7044-YAACC;Male;Yes;Yes;No; 4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,20; 280,35;0;2019-12-18
8189-XRIKE;Female;Yes;No;No;32;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check; 90,95;2897,95;0;2017-08-30
1506-YJTYT;Male;No;Yes;Yes;45;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Automatic; 73,85;3371,00;0;2016-08-05
4123-DVHPH;Male;No;Yes;No; 9;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 88,05; 801,30;0;2019-07-21
6425-YQLLO;Female;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Automatic;105,95;6975,25;1;2014-11-14
5442-UTCVD;Male;No;No;Yes; 3;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check; 91,85; 257,05;1;2020-01-17
2228-BZDEE;Female;No;No;No;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,10;1079,45;0;2015-11-09
7734-DBOAI;Female;No;Yes;Yes; 1;No;No phone service;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check; 40,10;  40,10;1;2020-03-17
2789-CZANW;Female;No;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Automatic;110,30;6997,30;0;2015-01-13
2091-RFFBA;Female;Yes;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 73,90;2217,15;1;2017-09-29
2114-MGINA;Female;No;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check; 89,80;1129,10;1;2019-02-21
7596-LDUXP;Female;No;No;No;12;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;One year;Yes;Automatic; 85,15; 979,05;0;2019-04-22
3740-RLMVT;Male;Yes;Yes;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Automatic; 60,95;4119,40;0;2014-10-15
4489-SNOJF;Female;No;Yes;Yes;35;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check; 72,25;2568,55;1;2017-06-01
2192-OZITF;Female;No;No;No;45;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Two year;No;Mailed check; 73,55;3349,10;0;2016-08-05
5651-CPDND;Male;No;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; 46,00; 492,10;0;2019-06-21
2186-QZEYA;Female;Yes;No;No;29;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Automatic; 58,55;1718,95;0;2017-11-28
1131-ALZWV;Female;No;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 24,60; 605,25;0;2018-04-27
7729-XBTWX;Male;No;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; 19,75;1344,50;0;2014-11-14
9134-WYRVP;Male;No;No;No;51;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;One year;No;Mailed check; 86,35;4267,15;0;2016-02-07
3284-SVCRO;Female;No;Yes;No;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 25,50;1121,05;0;2016-08-05
9732-OUYRN;Female;No;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 19,00; 918,70;0;2016-04-07
0559-CKHUS;Female;No;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; 19,55; 521,80;0;2017-11-28
2931-SVLTV;Male;No;Yes;Yes;40;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Automatic;110,10;4469,10;0;2017-01-02
6899-PPEEA;Female;Yes;No;No;37;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 96,55;3580,30;1;2017-04-02
7504-UWHNB;Male;No;No;No;25;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; 69,75;1729,35;0;2018-03-28
2582-FFFZR;Female;No;No;No;22;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; 50,60;1073,30;0;2018-06-26
8908-NMQTX;Male;No;No;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 65,60;4566,50;0;2014-05-18
2187-LZGPL;Female;No;No;No; 7;No;No phone service;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Automatic; 40,10; 293,30;1;2019-09-19
1431-AIDJQ;Male;No;Yes;Yes;33;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic; 82,10;2603,10;0;2017-07-31
6288-LBEAR;Female;No;No;No;23;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; 79,10;1783,75;0;2018-05-27
4597-NUCQV;Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,25;2440,15;1;2018-04-27
9019-QVLZD;Female;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check; 79,55;  79,55;1;2020-03-17
8413-YNHNV;Male;No;No;No;69;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; 90,65;6322,10;0;2014-08-16
5808-TOTXO;Female;No;No;Yes; 3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,55;  57,40;0;2020-01-17
4369-NYSCF;Male;No;No;No;56;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Automatic; 75,75;4284,65;0;2015-09-10
6333-YDVLT;Male;No;No;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Automatic;110,00;7138,65;0;2014-12-14
5324-KTGCG;Male;No;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; 20,85;1539,75;0;2014-06-17
5599-HVLTW;Female;Yes;No;No;14;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Automatic; 80,35;1058,10;0;2019-02-21
7394-LWLYN;Female;No;No;No; 2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,15; 123,80;0;2020-02-16
3707-LRWZD;Female;No;No;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;No;Electronic check; 84,05;2781,85;1;2017-08-30
6873-UDNLD;Male;No;No;No;40;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check; 67,45;2731,00;0;2017-01-02
2700-LUEVA;Male;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 20,75;  20,75;0;2020-03-17
1455-ESIQH;Male;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 89,10;  89,10;1;2020-03-17
0958-YHXGP;Female;No;No;No; 7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; 69,90; 497,30;0;2019-09-19
1101-SSWAG;Female;No;Yes;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 51,10; 711,15;0;2019-01-22
2979-SXESE;Female;No;Yes;Yes;17;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Electronic check; 94,40;1607,20;1;2018-11-23
4013-TLDHQ;Male;No;No;No;19;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 78,25;1490,95;1;2018-09-24
5743-KHMNA;Male;No;No;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 25,55;1898,10;0;2014-06-17
4194-FJARJ;Female;No;Yes;Yes;54;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Two year;No;Automatic; 60,00;3273,95;0;2015-11-09
5325-UWTWJ;Male;No;Yes;No;31;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Automatic; 90,55;2929,75;0;2017-09-29
3969-GYXEL;Female;No;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; 76,40; 838,70;0;2019-05-22
9208-OLGAQ;Female;Yes;No;No;18;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 84,95;1443,65;0;2018-10-24
3244-CQPHU;Female;Yes;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Automatic;110,10;7746,70;0;2014-05-18
2674-MLXMN;Female;Yes;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Automatic; 99,65;6951,15;0;2014-06-17
9708-HPXWZ;Male;Yes;No;No; 5;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;No;Automatic; 45,40; 214,75;0;2019-11-18
6992-TKNYO;Male;No;Yes;No;38;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;No;Automatic; 69,00;2669,45;0;2017-03-03
4468-YDOVK;Male;No;No;Yes; 5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Automatic; 48,65; 235,20;0;2019-11-18
3754-DXMRT;Male;Yes;No;No; 2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 44,15;  92,65;1;2020-02-16
5792-JALQC;Female;Yes;No;No;52;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Two year;No;Automatic; 59,85;3103,25;0;2016-01-08
7130-VTEWQ;Female;Yes;No;No; 8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 75,75; 606,25;1;2019-08-20
2200-DSAAL;Female;No;No;No;68;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check; 80,65;5330,20;0;2014-09-15
4302-ZYFEL;Male;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,55;1403,10;0;2014-08-16
9351-LZYGF;Female;No;Yes;No;42;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Automatic; 66,40;2727,80;0;2016-11-03
4366-CTOUZ;Female;No;No;No;50;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;100,20;5038,45;0;2016-03-08
6121-VZNQB;Female;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; 19,10;  19,10;1;2020-03-17
7903-CMPEY;Male;Yes;Yes;No; 1;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; 80,30;  80,30;1;2020-03-17
1518-OMDIK;Male;No;Yes;No;33;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 44,55;1462,60;0;2017-07-31
6671-NGWON;Female;No;No;No; 7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,35; 150,60;0;2019-09-19
0595-ITUDF;Male;No;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 91,80;5960,50;0;2015-01-13
6996-KNSML;Female;No;No;No; 1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check; 74,90;  74,90;1;2020-03-17
1955-IBMMB;Male;No;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 20,20;1192,30;0;2015-06-12
0096-BXERS;Female;No;Yes;No; 6;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 50,35; 314,55;0;2019-10-19
3806-YAZOV;Female;No;No;No; 3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 18,80;  56,00;0;2020-01-17
7998-ZLXWN;Female;No;Yes;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 20,45; 330,80;0;2019-01-22
6253-WRFHY;Male;No;Yes;Yes;13;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check; 64,75; 877,35;0;2019-03-23
9133-AYJZG;Female;No;No;No;23;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Automatic; 98,70;2249,10;0;2018-05-27
2675-OTVVJ;Male;Yes;Yes;No;31;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check; 89,45;2807,65;0;2017-09-29
8680-CGLTP;Male;No;No;No;29;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Electronic check; 58,75;1696,20;0;2017-11-28
8430-TWCBX;Female;No;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 20,70;1032,05;0;2016-04-07
5018-GWURO;Female;No;Yes;No;56;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 85,60;4902,80;0;2015-09-10
6741-QRLUP;Female;No;No;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 80,30;4995,35;0;2015-02-12
4737-HOBAX;Male;No;Yes;No;63;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Automatic; 79,80;5034,05;0;2015-02-12
0537-QYZZN;Male;Yes;Yes;Yes;24;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; 79,85;1857,75;0;2018-04-27
3340-QBBFM;Male;Yes;Yes;No;36;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Automatic; 54,10;1992,85;0;2017-05-02
1704-NRWYE;Female;Yes;No;No; 9;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 80,85; 751,65;1;2019-07-21
2592-SEIFQ;Male;No;No;No; 3;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 24,75;  66,95;1;2020-01-17
8200-KLNYW;Female;No;Yes;No;21;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check; 80,90;1714,95;0;2018-07-26
3372-CDXFJ;Male;No;Yes;Yes;13;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 24,50; 343,60;0;2019-03-23
4781-ZXYGU;Male;No;Yes;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Automatic; 20,15;  20,15;0;2020-03-17
7632-YUTXB;Female;No;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 20,05; 520,10;0;2018-03-28
2718-YSKCS;Male;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 19,60;1387,45;0;2014-06-17
9896-UYMIE;Male;No;No;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Automatic;114,30;7383,70;0;2014-11-14
0853-NWIFK;Female;No;No;No;45;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;100,30;4483,95;0;2016-08-05
8212-CRQXP;Female;No;Yes;No;22;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 80,00;1706,45;0;2018-06-26
6980-CDGFC;Female;No;Yes;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,85;1327,40;0;2014-10-15
7691-XVTZH;Female;No;Yes;No;68;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Automatic; 89,95;5974,30;0;2014-09-15
7481-ATQQS;Female;Yes;No;No;49;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Automatic; 90,85;4515,85;1;2016-04-07
2277-VWCNI;Female;Yes;No;No; 4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; 48,75; 179,85;0;2019-12-18
1088-CNNKB;Male;No;Yes;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Automatic; 80,00;5040,20;0;2015-02-12
8642-GVWRF;Female;No;Yes;No; 2;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Automatic; 79,70; 165,00;1;2020-02-16
1930-BZLHI;Male;No;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; 20,35; 422,70;0;2018-07-26
3400-ESFUW;Male;No;Yes;Yes;55;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Automatic; 57,55;3046,40;1;2015-10-10
